id;gender;yearofstudy;outdegree;indegree;popular;averageChar;dayactive;send.day34th.friends;send.friends
600;2;3;20;4;24;98.0277777777778;19;38;21
601;2;3;6;12;18;41.5454545454545;20;27;7
602;1;2;3;5;8;28.5;20;21;4
603;1;3;13;15;28;63.9512195121951;20;23;14
604;1;1;0;1;1;1;19;19;1
605;2;1;68;46;114;72.1484716157205;20;36;69
606;1;3;8;6;14;86.1176470588235;13;47;9
607;2;2;7;30;37;48.2307692307692;20;21;8
608;1;5;1;1;2;13.5;20;20;2
609;1;2;33;34;67;46.1851851851852;20;42;34
610;1;1;3;4;7;53.8;6;28;4
611;1;1;1;3;4;169.4;20;20;2
612;1;4;4;3;7;124.2;16;20;5
613;2;1;0;2;2;1;20;20;1
614;1;3;1;2;3;50;20;20;2
615;1;1;47;47;94;79.1652173913044;17;48;48
616;2;1;13;21;34;38.875;19;23;14
617;2;1;60;51;111;121.617721518987;20;28;61
618;1;3;1;1;2;7;20;20;2
619;1;5;9;4;13;66.25;19;23;10
620;1;4;21;26;47;358.731707317073;19;77;22
621;2;3;32;22;54;118.559633027523;20;44;33
622;1;1;5;3;8;105.571428571429;20;20;6
623;1;1;0;2;2;1;20;20;1
624;1;1;9;5;14;50.5384615384615;9;24;10
625;1;2;8;9;17;79.8478260869565;20;21;9
626;2;1;51;70;121;67.1898734177215;20;37;52
627;2;1;13;17;30;41.3913043478261;20;37;14
628;1;2;0;2;2;1;17;17;1
629;1;4;4;4;8;110.714285714286;20;23;5
630;1;2;0;2;2;1;20;20;1
631;1;2;10;0;10;40.95;20;21;11
632;1;2;9;22;31;92.5789473684211;20;24;10
633;1;2;0;2;2;1;20;20;1
634;1;3;8;3;11;121;6;33;9
635;2;2;9;9;18;72.7619047619048;20;43;10
636;1;1;8;14;22;21.5714285714286;20;21;9
637;1;1;0;4;4;1;20;20;1
638;2;1;137;119;256;34.3165829145729;20;33;138
639;2;1;39;34;73;93.8571428571429;20;44;40
640;1;1;30;31;61;57.6483516483516;20;36;31
641;1;1;2;7;9;48;12;20;3
642;1;2;38;40;78;71.2745098039216;20;41;39
643;1;1;5;6;11;29.8571428571429;20;30;6
644;1;1;65;67;132;92.8345323741007;20;44;66
645;1;3;11;23;34;136.785714285714;20;37;12
646;1;1;17;15;32;62.4918032786885;20;22;18
647;1;1;1;2;3;28;20;20;2
648;1;1;10;0;10;84.3888888888889;20;20;11
649;1;1;9;18;27;33.9545454545455;20;21;10
650;1;1;0;4;4;1;20;20;1
651;1;1;3;8;11;133.333333333333;20;21;4
652;1;6;58;44;102;127.748663101604;19;77;59
653;1;2;0;1;1;1;8;8;1
654;2;1;44;60;104;71.7407407407407;20;37;45
655;1;2;19;1;20;33.3181818181818;20;21;20
656;1;2;0;1;1;1;20;20;1
657;2;2;1;6;7;30.3333333333333;20;20;2
658;1;1;12;21;33;106.461538461538;20;30;13
659;2;1;6;15;21;46.4545454545455;19;24;7
660;2;1;4;4;8;75.75;19;22;5
661;1;2;0;2;2;1;20;20;1
662;1;2;1;3;4;34;20;20;2
663;2;1;0;2;2;1;21;21;1
664;2;3;0;1;1;1;20;20;1
665;1;1;1;1;2;6;20;20;2
666;1;1;5;5;10;93.6666666666667;20;39;6
667;1;4;10;11;21;47.2608695652174;20;35;11
668;1;1;0;1;1;1;20;20;1
669;1;1;1;4;5;22.5;20;20;2
670;1;2;0;1;1;1;20;20;1
671;1;4;0;1;1;1;20;20;1
672;1;3;0;1;1;1;20;20;1
673;2;2;29;33;62;101.22641509434;16;96;30
674;1;6;18;10;28;393.275862068966;20;111;19
675;2;4;1;6;7;184.416666666667;20;20;2
676;2;2;5;10;15;173.142857142857;21;29;6
677;1;4;1;4;5;26.5;21;21;2
678;1;1;11;8;19;65.7619047619048;21;22;12
679;1;2;78;52;130;91.4285714285714;9;35;79
680;2;2;2;3;5;89.3333333333333;21;21;3
681;1;1;41;25;66;71.6648936170213;21;38;42
682;2;4;0;4;4;1;16;16;1
683;1;1;23;24;47;140.763888888889;20;36;24
684;2;3;0;1;1;1;21;21;1
685;1;4;1;1;2;4.5;9;9;2
686;2;3;34;24;58;63.8468468468468;21;30;35
687;1;1;59;55;114;38.8897637795276;21;37;60
688;1;1;4;9;13;81;21;21;5
689;1;3;2;6;8;110.714285714286;21;23;3
690;1;1;0;1;1;1;16;16;1
691;1;2;0;2;2;1;21;21;1
692;1;4;0;1;1;1;21;21;1
693;2;2;0;1;1;1;21;21;1
694;2;1;0;1;1;1;21;21;1
695;1;1;0;1;1;1;21;21;1
696;1;1;2;1;3;65;14;21;3
697;2;2;62;67;129;74.7116564417178;21;57;63
698;2;3;1;14;15;53;21;21;2
699;2;1;7;12;19;35.5454545454545;21;80;8
700;2;2;14;11;25;121.416666666667;16;40;15
701;2;2;40;41;81;79.7623762376238;18;39;41
702;1;1;0;1;1;1;15;15;1
703;1;1;0;2;2;1;21;21;1
704;1;6;101;56;157;90.1165644171779;21;42;102
705;1;4;8;2;10;88.5625;21;23;9
706;1;1;21;14;35;101.151515151515;21;44;22
707;2;1;0;21;21;1;21;21;1
708;2;3;26;41;67;160.695652173913;21;50;27
709;1;1;3;1;4;37.2;12;41;4
710;2;1;24;27;51;50.8;16;106;25
711;2;2;29;48;77;92.381679389313;21;44;30
712;2;1;24;32;56;140.989898989899;21;27;25
713;2;2;148;95;243;240.015659955257;21;36;149
714;1;2;25;26;51;134.68085106383;17;44;26
715;1;2;2;2;4;38.3333333333333;21;24;3
716;1;2;4;6;10;120.9;7;29;5
717;1;2;0;1;1;1;11;11;1
718;1;2;0;1;1;1;21;21;1
719;1;2;35;48;83;70.8452380952381;21;43;36
720;1;1;3;4;7;69;21;27;4
721;2;1;10;14;24;67.4782608695652;21;24;11
722;1;2;0;1;1;1;21;21;1
723;2;1;2;4;6;96.25;21;22;3
724;1;4;4;10;14;90.6;15;26;5
725;1;3;32;30;62;158.971014492754;21;42;33
726;1;3;8;9;17;79.3333333333333;22;28;9
727;1;1;11;10;21;419.391304347826;22;75;12
728;1;5;14;9;23;71.2708333333333;21;23;15
729;1;2;0;3;3;1;10;10;1
730;1;4;0;1;1;1;11;11;1
731;2;1;4;5;9;64.2857142857143;22;42;5
732;1;2;6;7;13;34;19;37;7
733;1;5;64;24;88;18.4745762711864;21;43;65
734;2;1;9;12;21;111.4375;21;35;10
735;2;1;8;11;19;330.47619047619;22;49;9
736;1;1;1;2;3;89.5;14;14;2
737;1;4;1;3;4;2;22;22;2
738;1;1;8;15;23;111.238095238095;22;40;9
739;1;1;18;15;33;49;22;35;19
740;1;1;5;10;15;29.625;21;38;6
741;1;3;15;15;30;226.589743589744;22;38;16
742;2;1;0;1;1;1;21;21;1
743;2;4;0;4;4;1;22;22;1
744;1;3;0;2;2;1;22;22;1
745;1;1;0;1;1;1;19;19;1
746;2;1;1;2;3;10.5;14;14;2
747;2;4;2;4;6;40;22;22;3
748;1;3;0;3;3;1;22;22;1
749;1;2;17;15;32;221.848484848485;21;44;18
750;1;2;0;1;1;1;21;21;1
751;1;1;2;3;5;118;21;51;3
752;1;2;12;15;27;65.6666666666667;22;42;13
753;2;1;37;49;86;58.0064516129032;22;35;38
754;1;1;12;9;21;54.8947368421053;22;23;13
755;1;2;8;11;19;54.5454545454545;22;35;9
756;1;6;0;1;1;1;21;21;1
757;2;1;3;6;9;33.5714285714286;22;24;4
758;2;1;34;40;74;53.8837209302326;22;36;35
759;2;2;0;1;1;1;22;22;1
760;1;1;9;3;12;52.3888888888889;17;39;10
761;2;5;6;7;13;66.05;22;23;7
762;1;1;20;23;43;54.5833333333333;22;44;21
763;2;2;0;1;1;1;21;21;1
764;2;1;0;2;2;1;14;14;1
765;2;1;28;35;63;100.197530864198;22;25;29
766;2;2;12;17;29;57.5614035087719;21;28;13
767;1;3;4;1;5;38.1666666666667;22;23;5
768;2;3;41;34;75;231.055555555556;22;53;42
769;1;2;0;12;12;1;22;22;1
770;1;6;88;22;110;106.186956521739;8;41;89
771;1;3;12;16;28;144;22;28;13
772;2;2;0;3;3;1;23;23;1
773;2;2;1;15;16;222.5;23;23;2
774;2;2;4;17;21;68.8181818181818;23;23;5
775;1;2;0;3;3;1;20;20;1
776;2;1;5;4;9;150.142857142857;23;24;6
777;1;1;34;25;59;103.285714285714;22;33;35
778;1;2;14;17;31;23.0588235294118;23;45;15
779;1;2;18;18;36;55.125;23;37;19
780;1;1;2;3;5;27.4444444444444;23;23;3
781;1;2;37;27;64;100.051724137931;22;44;38
782;1;2;8;10;18;448.733333333333;23;39;9
783;2;1;41;53;94;62.3928571428571;23;42;42
784;2;1;0;26;26;1;23;23;1
785;1;2;6;7;13;116.076923076923;23;28;7
786;1;1;2;1;3;76.25;23;23;3
787;1;6;9;7;16;78.8947368421053;23;34;10
788;2;2;7;16;23;53.2777777777778;23;50;8
789;1;3;1;1;2;85;23;23;2
790;1;2;3;6;9;110.8;23;24;4
791;1;6;1;1;2;53;23;23;2
792;2;3;28;20;48;132.327102803738;23;44;29
793;1;1;18;11;29;75.8857142857143;23;37;19
794;1;3;14;21;35;139.347826086957;23;44;15
795;1;1;7;18;25;58;23;27;8
796;1;4;1;0;1;4.5;22;22;2
797;1;3;38;20;58;84;6;44;39
798;2;1;2;24;26;29;23;23;3
799;2;3;19;19;38;89.4761904761905;15;67;20
800;1;1;18;12;30;60.4777777777778;21;41;19
801;2;1;11;9;20;125.1875;23;34;12
802;2;1;8;19;27;147;23;39;9
803;1;3;0;1;1;1;23;23;1
804;2;3;0;2;2;1;23;23;1
805;1;1;10;5;15;88.2;7;23;11
806;2;3;1;4;5;12.5;20;20;2
807;1;1;1;1;2;22;23;23;2
808;1;3;2;5;7;122.5;7;24;3
809;2;3;57;26;83;173.64;6;58;58
810;1;3;26;13;39;207.345679012346;23;49;27
811;2;4;2;3;5;30.8;23;23;3
812;1;3;6;8;14;111.882352941176;22;85;7
813;2;1;0;2;2;1;23;23;1
814;1;4;10;16;26;129.020833333333;20;28;11
815;2;1;18;46;64;68.2173913043478;23;36;19
816;2;1;0;8;8;1;23;23;1
817;1;1;18;28;46;114.578947368421;23;37;19
818;2;3;8;9;17;134.0625;8;124;9
819;2;3;5;8;13;36.3;23;25;6
820;1;4;0;1;1;1;23;23;1
821;1;3;7;7;14;215.361111111111;23;44;8
822;2;2;12;12;24;145.58;23;51;13
823;2;2;50;53;103;121.982062780269;23;38;51
824;1;2;8;13;21;56.4444444444444;23;42;9
825;2;2;0;7;7;1;23;23;1
826;2;3;5;1;6;91;23;24;6
827;1;4;1;0;1;36;16;16;2
828;1;1;2;5;7;58.25;23;24;3
829;1;2;1;1;2;3;17;17;2
830;1;1;26;26;52;168.278260869565;24;26;27
831;2;1;25;28;53;69.5072463768116;23;41;26
832;2;3;1;7;8;7;24;24;2
833;1;1;0;2;2;1;23;23;1
834;1;4;36;37;73;66.4322580645161;23;34;37
835;2;3;22;28;50;166.247422680412;24;31;23
836;1;2;2;4;6;51.6666666666667;23;24;3
837;1;1;1;0;1;15;23;23;2
838;1;1;8;9;17;48.8181818181818;24;41;9
839;2;1;0;6;6;1;24;24;1
840;2;1;55;90;145;50.7551020408163;24;36;56
841;2;2;12;16;28;63.2272727272727;24;34;13
842;1;2;1;2;3;974.25;24;24;2
843;2;2;35;31;66;77.3285714285714;24;56;36
844;2;1;0;6;6;1;19;19;1
845;1;2;1;0;1;9;24;24;2
846;1;3;4;4;8;51.625;18;38;5
847;1;3;30;37;67;180.28125;23;127;31
848;2;3;2;6;8;47;24;37;3
849;2;1;0;2;2;1;24;24;1
850;1;1;0;1;1;1;24;24;1
851;1;2;8;6;14;78.8333333333333;24;28;9
852;2;4;18;16;34;101.588235294118;24;48;19
853;2;1;10;11;21;62.3529411764706;21;27;11
854;1;2;0;1;1;1;21;21;1
855;2;1;0;2;2;1;24;24;1
856;1;1;9;8;17;153.4375;22;43;10
857;1;3;2;3;5;22.8;24;25;3
858;2;1;2;2;4;178;24;24;3
859;2;1;35;16;51;81.7972972972973;23;39;36
860;2;1;0;2;2;1;24;24;1
861;1;2;3;5;8;15.2;24;24;4
862;2;4;0;15;15;1;24;24;1
863;2;2;0;4;4;1;24;24;1
864;2;1;8;9;17;58.5294117647059;23;45;9
865;1;4;6;10;16;39.1111111111111;24;34;7
866;2;2;2;4;6;55.8333333333333;20;24;3
867;1;1;1;1;2;3;21;21;2
868;2;4;8;14;22;250.525;24;175;9
869;1;4;2;3;5;40;23;24;3
870;1;3;8;8;16;76.5714285714286;17;43;9
871;1;1;75;17;92;49.23;20;43;76
872;2;1;0;2;2;1;22;22;1
873;1;3;6;4;10;167.846153846154;23;25;7
874;2;1;11;16;27;62.6315789473684;25;41;12
875;1;4;0;2;2;1;17;17;1
876;1;1;4;1;5;47;19;25;5
877;1;3;0;1;1;1;22;22;1
878;1;3;35;23;58;65.6470588235294;25;51;36
879;1;4;0;1;1;1;17;17;1
880;1;1;0;1;1;1;25;25;1
881;1;2;10;14;24;86.9047619047619;10;35;11
882;2;1;8;11;19;51.5;25;25;9
883;1;1;6;6;12;53.5;25;50;7
884;1;4;14;16;30;269.645454545455;25;33;15
885;1;1;2;4;6;35.6666666666667;18;25;3
886;2;5;2;10;12;57.25;25;51;3
887;2;3;0;3;3;1;9;9;1
888;2;2;0;1;1;1;16;16;1
889;1;3;0;1;1;1;24;24;1
890;2;1;0;2;2;1;16;16;1
891;2;1;0;1;1;1;21;21;1
892;2;3;0;1;1;1;21;21;1
893;2;1;8;15;23;112.8;22;47;9
894;2;2;0;1;1;1;19;19;1
895;2;2;0;1;1;1;24;24;1
896;2;5;0;1;1;1;9;9;1
897;2;3;0;1;1;1;22;22;1
898;2;2;2;6;8;32.5;21;36;3
899;2;4;9;13;22;40.1666666666667;9;38;10
900;2;2;0;2;2;1;18;18;1
901;2;4;7;10;17;69.6;25;28;8
902;2;4;0;1;1;1;8;8;1
903;1;2;6;11;17;22.375;24;39;7
904;1;1;0;1;1;1;24;24;1
905;1;2;0;1;1;1;24;24;1
906;1;3;0;1;1;1;24;24;1
907;2;2;0;2;2;1;16;16;1
908;2;1;8;10;18;46.6666666666667;22;42;9
909;2;3;0;2;2;1;7;7;1
910;2;3;0;1;1;1;23;23;1
911;2;2;0;1;1;1;16;16;1
912;1;2;12;12;24;78.1034482758621;25;48;13
913;2;3;23;26;49;72.2816901408451;24;26;24
914;1;1;0;2;2;1;24;24;1
915;1;1;19;16;35;158.847826086957;25;31;20
916;1;1;0;1;1;1;25;25;1
917;2;3;1;2;3;1.5;25;25;2
918;1;3;1;0;1;21.5;21;21;2
919;2;1;26;24;50;58.575;25;50;27
920;2;4;1;2;3;53.3333333333333;25;25;2
921;1;1;2;3;5;35.6666666666667;24;25;3
922;1;4;0;2;2;1;25;25;1
923;1;2;4;6;10;80.6666666666667;15;38;5
924;2;3;7;11;18;95.3684210526316;25;26;8
925;1;5;2;2;4;23;25;25;3
926;2;1;7;10;17;129;25;28;8
927;1;3;1;9;10;103.25;25;25;2
928;2;3;36;38;74;83.5277777777778;25;37;37
929;2;1;0;2;2;1;24;24;1
930;2;3;0;2;2;1;25;25;1
931;2;2;0;3;3;1;25;25;1
932;2;3;2;3;5;132.333333333333;25;42;3
933;1;2;10;11;21;114.58064516129;12;56;11
934;1;2;7;5;12;57.0434782608696;25;32;8
935;1;1;1;1;2;6.5;26;26;2
936;2;4;1;1;2;32;26;26;2
937;1;2;0;1;1;1;26;26;1
938;2;2;19;27;46;34.3260869565217;26;41;20
939;1;1;23;15;38;59;25;34;24
940;1;4;14;13;27;33.8461538461538;26;26;15
941;1;1;2;3;5;79.8;21;26;3
942;1;2;20;12;32;117.553191489362;26;43;21
943;2;1;7;15;22;81.125;26;42;8
944;1;6;13;4;17;88.08;26;37;14
945;1;3;1;1;2;8;16;16;2
946;1;1;0;1;1;1;17;17;1
947;1;1;0;1;1;1;7;7;1
948;2;2;0;1;1;1;26;26;1
949;1;4;15;17;32;221.214285714286;24;33;16
950;1;1;36;37;73;119.900709219858;12;37;37
951;2;1;1;1;2;94.5;26;26;2
952;2;1;8;18;26;158.083333333333;26;43;9
953;1;2;6;5;11;67.2857142857143;19;26;7
954;2;3;5;5;10;59.125;23;34;6
955;1;3;0;2;2;1;17;17;1
956;1;5;1;2;3;19.5;24;24;2
957;2;4;0;4;4;1;26;26;1
958;2;2;4;7;11;327.8;26;26;5
959;1;2;2;4;6;351.125;16;31;3
960;2;3;0;2;2;1;26;26;1
961;1;1;1;2;3;4;26;26;2
962;1;1;3;3;6;46.6;26;28;4
963;1;2;7;12;19;179.071428571429;26;41;8
964;2;1;14;17;31;152.68;26;39;15
965;1;4;2;2;4;26.6;26;26;3
966;1;4;12;16;28;193.97619047619;9;29;13
967;2;5;15;15;30;120.317073170732;26;54;16
968;1;2;1;0;1;52;7;7;2
969;2;2;33;39;72;117.888888888889;27;81;34
970;1;3;11;13;24;68.8529411764706;27;103;12
971;2;2;8;10;18;69.65;27;28;9
972;1;4;1;1;2;2.5;27;27;2
973;2;4;6;6;12;58.2380952380952;27;54;7
974;2;3;3;15;18;54.125;26;27;4
975;2;2;19;27;46;98.1612903225806;26;41;20
976;2;1;0;2;2;1;27;27;1
977;2;1;1;4;5;21.5;27;27;2
978;2;2;7;11;18;96.9;27;28;8
979;2;2;1;2;3;93.3333333333333;27;27;2
980;1;4;12;8;20;81.1538461538462;27;44;13
981;1;1;3;4;7;82.8571428571429;27;27;4
982;1;1;0;1;1;1;26;26;1
983;2;2;9;16;25;78.6470588235294;28;44;10
984;1;1;7;11;18;95.0555555555556;27;55;8
985;1;2;3;4;7;30.625;28;28;4
986;2;2;48;13;61;46.2076923076923;28;41;49
987;2;4;0;8;8;1;23;23;1
988;2;1;5;10;15;54.25;27;28;6
989;1;3;0;2;2;1;28;28;1
990;1;4;12;18;30;109.815789473684;28;33;13
991;1;3;16;15;31;58.5294117647059;28;30;17
992;2;1;9;24;33;75;28;29;10
993;1;2;16;15;31;82.2619047619048;28;44;17
994;1;1;23;22;45;120.875;28;42;24
995;1;2;9;10;19;57.9411764705882;28;37;10
996;1;2;9;6;15;66.3125;28;28;10
997;2;2;8;12;20;146.432432432432;28;39;9
998;1;4;8;8;16;166.357142857143;28;30;9
999;1;2;6;6;12;77.3888888888889;25;30;7
1000;1;1;34;17;51;94.4150943396226;28;29;35
1001;1;4;2;3;5;22;15;28;3
1002;2;3;5;6;11;70.1428571428571;28;34;6
1003;1;1;2;2;4;46.6666666666667;28;29;3
1004;1;5;27;25;52;81.041095890411;28;33;28
1005;1;2;6;10;16;20;28;29;7
1006;1;1;8;16;24;41.4444444444444;28;44;9
1007;1;1;0;1;1;1;28;28;1
1008;1;1;2;2;4;47.6666666666667;28;28;3
1009;1;4;8;5;13;524.666666666667;26;84;9
1010;1;1;1;1;2;145;9;9;2
1011;2;1;0;1;1;1;24;24;1
1012;2;4;0;4;4;1;28;28;1
1013;1;2;18;8;26;150.744680851064;27;88;19
1014;1;3;13;17;30;124.181818181818;27;36;14
1015;2;2;0;9;9;1;28;28;1
1016;2;2;0;2;2;1;24;24;1
1017;1;2;1;2;3;55.5;28;28;2
1018;1;3;32;28;60;112.755102040816;28;44;33
1019;1;4;8;15;23;107.466666666667;29;29;9
1020;1;3;0;2;2;1;19;19;1
1021;2;2;21;36;57;58.4146341463415;28;48;22
1022;1;3;3;3;6;47.75;19;29;4
1023;1;2;11;12;23;85.1538461538462;27;35;12
1024;2;1;0;4;4;1;29;29;1
1025;1;1;2;2;4;25;29;29;3
1026;1;5;21;32;53;73.2592592592593;28;50;22
1027;1;2;0;1;1;1;6;6;1
1028;1;2;2;2;4;16;29;29;3
1029;2;1;15;14;29;52.4074074074074;29;58;16
1030;1;2;1;0;1;31.6666666666667;23;23;2
1031;1;2;10;6;16;57.1304347826087;28;33;11
1032;1;1;8;18;26;58.6527777777778;29;36;9
1033;1;1;42;34;76;108.538461538462;29;42;43
1034;1;2;18;25;43;98.1348314606742;29;35;19
1035;1;2;1;2;3;15;29;29;2
1036;1;2;16;19;35;140.19512195122;29;43;17
1037;1;2;15;9;24;131.708333333333;29;31;16
1038;1;2;13;4;17;66;29;43;14
1039;2;1;14;32;46;137.872340425532;29;42;15
1040;2;1;4;5;9;93.4285714285714;29;29;5
1041;2;3;6;9;15;46.8571428571429;29;35;7
1042;1;2;41;35;76;91.7304964539007;29;54;42
1043;1;1;9;11;20;73.979797979798;9;37;10
1044;1;4;4;5;9;40.2608695652174;29;43;5
1045;1;1;6;6;12;77.6923076923077;29;41;7
1046;2;4;1;3;4;29.3333333333333;29;29;2
1047;1;1;1;4;5;4;29;29;2
1048;1;1;0;1;1;1;19;19;1
1049;1;1;8;14;22;61.1875;28;34;9
1050;2;2;9;21;30;35.1538461538462;30;37;10
1051;1;1;1;10;11;5;8;8;2
1052;1;3;26;17;43;73.6417910447761;30;153;27
1053;2;3;0;7;7;1;29;29;1
1054;1;1;5;6;11;54.75;28;30;6
1055;1;3;0;1;1;1;30;30;1
1056;2;1;11;22;33;93.96875;30;37;12
1057;1;2;0;1;1;1;30;30;1
1058;1;2;2;3;5;60.5;30;30;3
1059;1;2;7;7;14;294.416666666667;30;37;8
1060;2;2;10;15;25;157.36;31;44;11
1061;1;3;1;0;1;111;16;16;2
1062;2;1;11;10;21;44.7857142857143;31;46;12
1063;1;2;1;7;8;11;18;18;2
1064;1;1;6;1;7;31.2;20;187;7
1065;1;1;4;4;8;38;29;41;5
1066;1;2;8;9;17;36.3913043478261;31;36;9
1067;2;1;0;1;1;1;29;29;1
1068;2;3;11;21;32;86.3428571428571;31;34;12
1069;2;1;20;13;33;61.3414634146341;31;34;21
1070;1;3;3;5;8;67.8888888888889;31;35;4
1071;1;6;3;6;9;54.5714285714286;31;34;4
1072;2;2;23;45;68;71.0833333333333;31;44;24
1073;1;1;0;1;1;1;31;31;1
1074;2;4;2;3;5;5.66666666666667;29;77;3
1075;1;4;5;6;11;506;24;52;6
1076;1;4;4;2;6;14.2;29;31;5
1077;1;1;1;3;4;25.5;20;20;2
1078;2;3;2;3;5;41.3333333333333;31;31;3
1079;1;6;13;11;24;113.26582278481;10;181;14
1080;1;5;3;7;10;199.833333333333;23;31;4
1081;1;3;2;3;5;70.3333333333333;31;56;3
1082;1;4;1;1;2;26.6666666666667;29;29;2
1083;1;3;11;12;23;79.4666666666667;31;42;12
1084;1;3;0;1;1;1;14;14;1
1085;1;4;0;1;1;1;9;9;1
1086;1;1;0;1;1;1;20;20;1
1087;1;1;13;0;13;38.96;31;39;14
1088;1;1;0;1;1;1;13;13;1
1089;1;1;6;0;6;127.052631578947;30;42;7
1090;1;3;1;2;3;16.5;30;30;2
1091;2;3;1;6;7;158.5;32;32;2
1092;2;1;0;4;4;1;31;31;1
1093;1;2;11;12;23;46.3;32;37;12
1094;1;3;1;2;3;12.5;6;6;2
1095;1;1;0;1;1;1;32;32;1
1096;2;1;0;1;1;1;19;19;1
1097;2;1;17;20;37;66.325;32;41;18
1098;2;2;0;1;1;1;28;28;1
1099;2;2;1;4;5;9.5;32;32;2
1100;2;1;5;12;17;78.5555555555556;32;34;6
1101;1;2;15;6;21;102.071428571429;32;44;16
1102;2;3;1;4;5;87;32;32;2
1103;1;1;10;32;42;37;32;38;11
1104;1;1;3;6;9;51.8333333333333;33;34;4
1105;1;2;9;10;19;108.325;9;43;10
1106;1;1;0;1;1;1;12;12;1
1107;1;1;3;5;8;14;33;34;4
1108;1;2;0;3;3;1;33;33;1
1109;2;1;0;1;1;1;21;21;1
1110;1;3;10;5;15;243.888888888889;9;42;11
1111;2;2;8;14;22;61.4;33;37;9
1112;2;1;0;1;1;1;31;31;1
1113;1;4;69;29;98;93.5950704225352;33;48;70
1114;1;4;4;3;7;27.1666666666667;31;37;5
1115;1;1;0;1;1;1;28;28;1
1116;1;1;0;2;2;1;33;33;1
1117;2;3;13;22;35;115.428571428571;34;43;14
1118;2;2;36;30;66;74.019801980198;34;62;37
1119;1;3;1;0;1;11.6666666666667;24;24;2
1120;2;1;4;1;5;47.5;33;35;5
1121;2;2;3;5;8;35.7142857142857;34;35;4
1122;1;1;0;4;4;1;34;34;1
1123;1;2;3;5;8;33.8333333333333;34;41;4
1124;1;1;2;5;7;65;34;34;3
1125;2;1;0;2;2;1;32;32;1
1126;2;2;4;4;8;56.4285714285714;34;39;5
1127;1;2;61;42;103;85.9611650485437;34;101;62
1128;1;2;1;1;2;13.75;34;34;2
1129;1;2;1;3;4;43;34;34;2
1130;1;1;8;18;26;54.2352941176471;34;58;9
1131;1;1;4;14;18;96.75;34;34;5
1132;2;2;17;19;36;191.162790697674;34;90;18
1133;1;1;0;1;1;1;34;34;1
1134;1;5;0;1;1;1;34;34;1
1135;1;3;0;1;1;1;34;34;1
1136;2;2;31;23;54;81.2551020408163;34;42;32
1137;2;3;3;7;10;70.2857142857143;34;36;4
1138;1;3;15;18;33;77.8526315789474;34;43;16
1139;1;1;0;7;7;1;34;34;1
1140;1;1;1;0;1;6.5;34;34;2
1141;2;2;0;2;2;1;34;34;1
1142;2;2;24;24;48;145.222222222222;34;48;25
1143;1;1;0;1;1;1;34;34;1
1144;1;1;0;2;2;1;34;34;1
1145;1;2;0;2;2;1;34;34;1
1146;1;2;2;4;6;33;34;37;3
1147;1;1;0;1;1;1;34;34;1
1148;1;3;0;1;1;1;33;33;1
1149;1;4;0;2;2;1;34;34;1
1150;1;5;0;1;1;1;33;33;1
1151;1;1;0;1;1;1;33;33;1
1152;1;2;0;1;1;1;33;33;1
1153;1;1;6;6;12;100.311111111111;22;43;7
1154;1;2;3;4;7;14.1666666666667;9;37;4
1155;2;1;1;0;1;35;33;33;2
1156;1;2;0;2;2;1;35;35;1
1157;1;3;0;3;3;1;20;20;1
1158;1;2;27;24;51;150.253424657534;34;54;28
1159;2;1;1;0;1;42;27;27;2
1160;1;4;0;1;1;1;35;35;1
1161;2;4;2;6;8;28;35;39;3
1162;1;3;3;2;5;8.16666666666667;35;35;4
1163;1;2;2;5;7;38.75;24;35;3
1164;1;2;0;1;1;1;27;27;1
1165;1;3;4;2;6;83.6666666666667;34;36;5
1166;1;2;1;1;2;21;29;29;2
1167;1;2;20;19;39;457.302325581395;34;157;21
1168;1;3;19;21;40;60.4621848739496;35;120;20
1169;2;4;8;9;17;61.1;35;45;9
1170;2;1;0;1;1;1;35;35;1
1171;1;1;2;5;7;19.3333333333333;21;41;3
1172;1;3;1;1;2;5;35;35;2
1173;1;1;10;14;24;197.04347826087;35;45;11
1174;1;5;6;10;16;122.454545454545;35;37;7
1175;1;4;3;4;7;90;35;157;4
1176;1;2;4;5;9;168.619047619048;35;37;5
1177;1;2;1;2;3;145;34;34;2
1178;2;3;17;7;24;130.066666666667;35;42;18
1179;1;5;3;3;6;136;9;49;4
1180;1;4;6;6;12;55.1666666666667;35;36;7
1181;2;3;27;29;56;82.1692307692308;35;77;28
1182;2;4;3;6;9;38.5;35;36;4
1183;2;3;24;27;51;56.2790697674419;35;45;25
1184;2;2;23;22;45;57.9134615384615;36;44;24
1185;1;2;56;38;94;67.1634615384615;36;51;57
1186;1;2;9;10;19;71.5714285714286;35;36;10
1187;1;1;9;14;23;83;36;40;10
1188;2;2;1;5;6;96.5;35;35;2
1189;1;2;89;71;160;89.31875;36;45;90
1190;2;2;33;25;58;193.716666666667;36;51;34
1191;2;1;0;4;4;1;36;36;1
1192;1;4;0;2;2;1;9;9;1
1193;1;6;0;2;2;1;36;36;1
1194;1;3;1;2;3;3;22;22;2
1195;2;2;4;4;8;108.071428571429;36;38;5
1196;2;3;8;8;16;62.4;36;37;9
1197;2;4;0;1;1;1;36;36;1
1198;2;2;5;4;9;62.5;36;37;6
1199;1;1;7;4;11;64;35;36;8
1200;1;1;0;1;1;1;36;36;1
1201;2;1;0;1;1;1;28;28;1
